건물형태, 군구분,부대구분(관리부대),단지명,시도,시군구,읍면동,리,준공연도,공급세대,면적(15)50이하,면적(24)80이하,면적(30)100이하,면적(36)120이하,면적확인불가
아파트,육군,11기동사단,낙원아파트,강원도,홍천군,남면,양덕원리,1993,30,,18,12,,
아파트,육군,11기동사단,모아빌아파트101동(舊 화랑아파트),경기도,양평군,옥천면,용천리,2008,30,,30,,,
아파트,육군,11기동사단,미소지움아파트,강원도,홍천군,홍천읍,갈마곡리,2007,16,,,,16,
아파트,육군,11기동사단,비바체아파트,경기도,양평군,개군면,하자포리,2009,29,,29,,,
아파트,육군,수기사단,"맹호 A동, B동",경기도,가평군,하면,현리,2002,50,,50,,,
아파트,육군,수기사단,맹호 C동,경기도,가평군,하면,현리,2010,32,,32,,,
아파트,육군,수기사단,기산아파트,경기도,포천시,일동면,기산리,2006,15,,,15,,
아파트,육군,수기사단,꿈에그린아파트,경기도,가평군,하면,현리,2015,160,,20,120,20,
아파트,육군,수기사단,리버아파트,경기도,포천시,일동면,기산리,1994,20,,20,,,
아파트,육군,수기사단,맹호아파트 101동~108동,경기도,가평군,하면,현리,1994,198,,198,,,
아파트,육군,2신속사단,대원네스트빌,세종특별자치시,세종시,연서면,봉암리,2002,9,,,9,,
아파트,육군,2신속사단,두진하트리움,충청북도,청주시 흥덕구,복대동,,1999,20,,20,,,
아파트,육군,2신속사단,세종빌 아파트,세종특별자치시,세종시,연서면,봉암리,2016,96,,80,16,,
아파트,육군,2신속사단,신흥주공아파트,세종특별자치시,세종시,조치원읍,신흥리,1999,11,,,11,,
아파트,육군,2신속사단,현대아파트, 충청북도,청주시 흥덕구,복대동,,1999,4,,4,,,
아파트,육군,7포병여단,한강아파트,경기도,남양주시,와부읍,월문리,1991,90,66,24,,,
아파트,육군,7포병여단,7A빌리지,경기도,남양주시,와부읍,석실로,1991,72,24,48,,,
아파트,육군,8군단,고성 대명아파트(24평),강원도,고성군,간성읍,상리,1997,20,,20,,,
아파트,육군,8군단,"고성 삼익아파트(24평, 29평)",강원도,고성군,간성읍,신안리,1998,40,,10,30,,
아파트,육군,8군단,고성 군인아파트 6동 (15평),강원도,고성군,간성읍,신안리,1982,4,4,,,,
아파트,육군,8군단,"고성 군인아파트 7,8동 (15평)",강원도,고성군,간성읍,신안리,1986,35,35,,,,
아파트,육군,8군단,"고성 오호리 군인아파트(19평형, 21평형)",강원도,고성군,죽왕면,오호리,1992,46,,46,,,
아파트,육군,8군단,"고성 율곡타운(24평형, 28평형)",강원도,고성군,간성읍,신안리,2018,134,,134,,,
아파트,육군,8군단,"속초 늘푸른 아파트(24평, 32평)",강원도,속초시,교동,,2000,123,,107,,16,
아파트,육군,8군단 ,속초 성호 아파트(25평형),강원도,속초시,조양동,,2000,209,,,209,,
아파트,육군,8군단,속초 옥토 아파트(24평형),강원도,속초시,교동,,1997,34,,34,,,
아파트,육군,8군단,속초 해오름 아파트 5동(15평),강원도,속초시,교동,,1990,12,12,,,,
아파트,육군,8군단 ,속초 현대3차 아파트(32평형),강원도,속초시,교동,,1998,16,,,,16,
아파트,육군,8군단,속초 대명3차 아파트(25평형),강원도,속초시,교동,,1994,38,,,38,,
아파트,육군,8군단,속초 대명5차 아파트(26평형),강원도,속초시,동명동,,1994,17,,,17,,
아파트,육군,8군단,속초 청초대우아파트(23평형),강원도,속초시,,,1998,10,10,,,,
아파트,육군,8군단,속초 명지 미래힐 아파트(33평형),강원도,속초시,교동,,2006,43,,,,43,
아파트,육군,8군단,속초 동부아파트(32평형),강원도,속초시,교동,,1997,21,,,,21,
아파트,육군,8군단,속초 부영 아파트(31평형),강원도,속초시,조양동,,1996,11,,,,11,
아파트,육군,8군단,속초 삼환 아파트(22평형),강원도,속초시,교동,,1994,10,,10,,,
아파트,육군,8군단,"양양 로얄 아파트(30평형, 33평형)",강원도,양양군,양양읍,구교리,2000,13,,,9,4,
아파트,육군,8군단,양양 샹스빌 아파트(36평형),강원도,양양군,양양읍,송암리,2008,29,,,,29,
아파트,육군,8군단,"양양 푸르미 아파트(23평형, 34평형)",강원도,양양군,양양읍,월리,2002,11,,8,,3,
아파트,육군,8군단,"양양 해오름 아파트(2동,3동)",강원도,양양군,양양읍,남문리,1989,33,33,,,,
아파트,육군,8군단,양양 해오름 아파트 8동 (28평형),강원도,양양군,양양읍,남문리,2017,40,,,40,,
아파트,육군,8군단,"양양 해오름 아파트 7동(19평형, 21평형)",강원도,양양군,양양읍,남문리,1984,20,,20,,,
아파트,육군,8군단,양양 심미 아파트(25평형),강원도,양양군,현북면,중광정리,2001,7,,,7,,
아파트,육군,8군단,"강릉 한라3차 아파트(24평형, 28평형)",강원도,강릉시,노암동,,2000,7,,5,2,,
아파트,육군,8군단,강릉 기산 아파트(23평),강원도,강릉시,내곡동,,1997,22,,22,,,
아파트,육군,8군단,강릉 내곡한라 아파트(24평),강원도,강릉시,내곡동,,1998,2,,2,,,
아파트,육군,8군단,"강릉 양우내안애(23평형,25평형,33평형)",강원도,강릉시,노암동,,2009,45,,4,11,30,
아파트,육군,8군단,강릉 노암주공 아파트(16평),강원도,강릉시,노암동,,1985,10,,10,,,
아파트,육군,8군단,"강릉 신도브레뉴 아파트(23평형, 32평형)",강원도,강릉시,견소동,,2005,18,,13,,5,
아파트,육군,8군단,강릉 이화 아파트(19평형),강원도,강릉시,교동,,1986,6,,6,,,
아파트,육군,8군단,"강릉 입암현대 아파트(23평형, 32평형)",강원도,강릉시,입암동,,1998,52,,51,,1,
아파트,육군,8군단,강릉 포남일송 아파트(24평형),강원도,강릉시,포남동,,1995,1,,1,,,
아파트,육군,8군단,강릉 힐스테이트 아파트(33평형),강원도,강릉시,홍제동,,2009,1,,,,1,
아파트,육군,8군단,"동해 대동아파트(28평형, 32평형)",강원도,동해시,동회동,,1996,33,,,31,2,
아파트,육군,8군단,동해 대동 현대아파트(20평형),강원도,동해시,동회동,,1998,30,,30,,,
아파트,육군,8군단,삼척 강부3차아파트(26평형),강원도,삼척시,정상동,,1995,10,,,10,,
아파트,육군,8군단,삼척 동부아파트(23평형),강원도,삼척시,교동,,1996,70,,70,,,
아파트,육군,8군단,삼척 신동아아파트(22평형),강원도,삼척시,교동,,1998,34,,34,,,
아파트,육군,8군단,원당현대아파트,강원도,삼척시,원당동,,1998,47,,47,,,
아파트,육군,8군단,삼척 코아루아파트(25평형),강원도,삼척시,교동,,2005,110,,,110,,
아파트,육군,수도군단,군포당동아파트,경기도,군포시,당동,,2014,91,,,,91,
아파트,육군,수도군단,데코빌아파트 ,경기도,시흥시,하중동,,2002,36,,36,,,
아파트,육군,수도군단,동운디오빌,경기도,시흥시,거모동,,2004,15,,15,,,
아파트,육군,수도군단,브라운스톤 하나마을,경기도 ,안양시,만안구 박달동,,2012,360,,,345,15,
아파트,육군,수도군단,안양행복마을,경기도,안양시,동안구 비산동,,2017,124,,,124,,
연립,육군,수도군단,한강아파트,경기도,부천시,오정구 오정동,,1994,80,80,,,,
아파트,육군,수도군단,위례스타힐스,서울특별시,송파구,장지동,,2017,41,,16,23,2,
아파트,육군,수도포병여단,아미빌아파트,경기도,김포시,마산동,,2012,40,,,40,,
아파트,육군,수도포병여단,양곡휴먼시아,경기도,김포시,양촌읍,양곡리,2012,7,,,1,6,
아파트,육군,수도군단,만수주공아파트,인천광역시,남동구,만수동,,1987,10,,10,,,
아파트,육군,수도포병여단,한빛아파트,인천광역시,서구,공촌동,,1990,4,4,,,,
아파트,육군,수도군단,홍익아파트,경기도,시흥시,매화동,,2001,4,,4,,,
아파트,육군,수도군단,성우헤스티아,경기도 ,양주시,광적면,가납리,2004,17,,17,,,
아파트,육군,수도군단,수리마을,경기도,용인시,수지구,,2015,88,,88,,,
아파트,육군,51사단,구운삼환 아파트,경기도,수원시,권선구,,1991,2,,2,,,
아파트,육군,51사단,오산운암아파트,경기도,오산시,부산동,,2000,10,,10,,,
아파트,육군,51사단,평택진우자란아파트,경기도,평택시,비전동,,2000,6,,,6,,
아파트,육군,51사단,향남신명스카이뷔,경기도,화성시,향남읍,행정리,2008,9,,,,9,
아파트,육군,51사단,칠보아파트 3동,경기도,화성시,매송면,원평리,1994,30,,30,,,
아파트,육군,51사단,평택삼익사이버아파트,경기도,평택시,동삭동,,2000,8,,8,,,
아파트,육군,51사단,배곧 골드클래스,경기도,시흥시,정왕동,,2016,4,,,4,,
아파트,육군,51사단,시화영남5단지아파트,경기도,시흥시,정왕동,,1996,1,,,,1,
아파트,육군,51사단,안산엘리지움2차 주상복합,경기도,안산시,상록구,사동,2009,2,,,2,,
아파트,육군,51사단,옥구마을계룡2차 아파트,경기도,시흥시,정왕동,,1998,1,,,,1,
아파트,육군,51사단,인천서창LH6단지 아파트,인천광역시,남동구,서창동,,2014,24,,,,24,
아파트,육군,51사단,호반베르디움더프라임(2차),경기도,시흥시,정왕동,,2016,5,,,5,,
아파트,육군,51사단,태평아파트,경기도,평택시,고덕면,궁리,1996,3,,3,,,
아파트,육군,51사단,평택브라운스톤험프리스,경기도,평택시,팽성읍,안정리,2016,1,,,,1,
아파트,육군,51사단,밤개울아파트,경기도,평택시,고덕면,율포리,1992,3,,3,,,
아파트,육군,51사단,자이2차아파트(4단지 및 5단지),경기도,평택시,동삭동,,2018,14,,,14,,
아파트,육군,51사단,제일풍경채아파트,경기도,평택시,장당동,,2018,25,,,25,,
아파트,육군,17사단,하우스D아파트,인천광역시,부평구,청천동,,2014,60,,14,35,11,
아파트,육군,17사단,삼마아파트,인천광역시,부평구,부개동,,1994,150,,150,,,
아파트,육군,17사단,삼마아파트 관사(106동),인천광역시,부평구,부개동,,2004,30,,30,,,
아파트,육군,17사단,삼마아파트 관사(107동),인천광역시,부평구,부개동,,2004,30,,30,,,
아파트,육군,17사단,백승아파트,인천광역시,계양구,귤현동,,1996,23,,23,,,
아파트,육군,17사단,학운아파트,경기도,김포시,양촌읍,학운리,2001,10,,10,,,
아파트,육군,17사단,검단아파트,인천광역시,서구,금곡동,,1985,8,8,,,,
아파트,육군,17사단,미추홀아파트,인천광역시,부평구,산곡동,,2003,20,,20,,,
아파트,육군,17사단,만수주공아파트,인천광역시,남동구,만수동,,1987,53,,53,,,
아파트,육군,17사단,삼산광명아파트,인천광역시,부평구,삼산동,,1990,3,,3,,,
아파트,육군,17사단,프리쌍뜨아파트,인천광역시,부평구,산곡동,,2004,1,,,,1,
아파트,육군,17사단,산곡한신휴아파트,인천광역시,부평구,산곡동,,2003,4,,,4,,
아파트,육군,17사단,우림필유아파트,인천광역시,부평구,청천동,,2005,4,,,4,,
아파트,육군,17사단,삼부한신아파트,인천광역시,부평구,부개동,,1999,1,,,,,1
아파트,육군,17사단,삼익플라주아파트,인천광역시,남동구,만수동,,2008,11,,,,11,
아파트,육군,17사단,서창아파트,인천광역시,남동구,서창동,,2014,26,,,,26,
아파트,육군,17사단,신동아아파트,인천광역시,계양구,오류동,,1997,23,,,,23,
아파트,육군,17사단,해태아파트,서울특별시,강서구,공항동,,2000,1,,1,,,
아파트,육군,17사단,청구한라아파트,경기도,김포시,북변동,,1998,2,,2,,,
아파트,육군,17사단,신안실크밸리아파트,경기도,김포시,감정동,,2001,10,,,10,,
아파트,육군,17사단,싱그리아아파트,경기도,김포시,통진읍,서암리,2004,10,,8,,2,
아파트,육군,17사단,강화현대아파트,인천광역시,강화군,강화읍,갑곳리,1994,2,,,,2,
아파트,육군,17사단,마전하나아파트,인천광역시,서구,마전동,,2001,27,,27,,,
아파트,육군,17사단,주안한신휴아파트,인천광역시,남구,주안동,,2008,1,,,,1,
아파트,육군,17사단,주공스카이빌아파트,인천광역시,중구,운서동,,2001,28,,28,,,
연립,육군,수도군단,충의관사,인천광역시,부평구,일신동,,1991,10,8,2,,,
아파트,육군,수도군단,하늘마을,인천광역시,부평구,일신동,,2004,24,,24,,,
아파트,육군,수도방위사령부,다청림카운티 관사 104동,경기도,안양시 만안구,박달동,,2016,10,,10,,,
아파트,육군,수도방위사령부,다청림카운티 관사 105동,경기도,안양시 만안구,박달동,,2016,10,,10,,,
아파트,육군,수도방위사령부,다청림카운티 관사 109동,경기도,안양시 만안구,박달동,,2016,4,,4,,,
아파트,육군,수도방위사령부,성남아파트 나동,경기도,성남시 수정구,심곡동,,2002,25,,25,,,
아파트,육군,수도방위사령부,성남아파트 다동,경기도,성남시 수정구,심곡동,,1983,32,32,,,,
아파트,육군,수도방위사령부,옥인아파트 가동,서울특별시,종로구,옥인동,,1980,40,40,,,,
아파트,육군,수도방위사령부,옥인아파트 나동,서울특별시,종로구,옥인동,,1980,40,40,,,,
아파트,육군,수도방위사령부,옥인아파트 다동,서울특별시,종로구,옥인동,,1980,40,40,,,,
아파트,육군,수도방위사령부,블루힐아파트,서울특별시,성북구,정릉동,,1982,50,50,,,,
아파트,육군,수도방위사령부,블루힐아파트,서울특별시,성북구,정릉동,,1990,10,,10,,,
연립,육군,수도방위사령부,관사,서울특별시,관악구,남현동,,1991,14,,,14,,
아파트,육군,수도방위사령부,한울아파트 1동,서울특별시,관악구,남현동,,1991,28,,28,,,
아파트,육군,수도방위사령부,한울아파트 2동,서울특별시,관악구,남현동,,1991,31,,31,,,
아파트,육군,수도방위사령부,한울아파트 3동,서울특별시,관악구,남현동,,1991,31,,31,,,
아파트,육군,수도방위사령부,한울아파트 4동,서울특별시,관악구,남현동,,1991,32,,32,,,
아파트,육군,수도방위사령부,한울아파트 5동,서울특별시,관악구,남현동,,1991,32,,32,,,
아파트,육군,수도방위사령부,한울아파트 6동,서울특별시,관악구,남현동,,1991,8,,8,,,
아파트,육군,수도방위사령부,한울아파트 7동,서울특별시,관악구,남현동,,1991,32,,32,,,
아파트,육군,수도방위사령부,한울아파트 8동,서울특별시,관악구,남현동,,1991,32,,32,,,
아파트,육군,수도방위사령부,한울아파트 9동,서울특별시,관악구,남현동,,1991,31,,31,,,
아파트,육군,수도방위사령부,한울아파트 10동,서울특별시,관악구,남현동,,1991,32,,32,,,
아파트,육군,수도방위사령부,한울아파트 11동,경기도,과천시,과천동,,1991,21,,20,1,,
아파트,육군,수도방위사령부,한울아파트 12동,경기도,과천시,과천동,,2000,32,,32,,,
연립,육군,수도방위사령부,솔개연립 가동,경기도,과천시,과천동,,1992,18,,18,,,
아파트,육군,수도방위사령부,후암아파트 가동,서울특별시,용산구,용산동2가,,1975,5,,5,,,
아파트,육군,수도방위사령부,후암아파트 나동,서울특별시,용산구,용산동2가,,1977,24,24,,,,
아파트,육군,수도방위사령부,후암아파트 다동,서울특별시,용산구,용산동2가,,1984,30,30,,,,
아파트,육군,수도방위사령부,후암아파트 라동,서울특별시,용산구,용산동2가,,1987,25,20,5,,,
아파트,육군,수도방위사령부,오정 휴먼시아,경기도,부천시,오정구,오정동,2006,2,,2,,,
아파트,육군,수도방위사령부,소사 뜨란채 주공아파트 ,경기도,부천시,소사구,송내동,2006,3,,3,,,
아파트,육군,수도방위사령부,신곡아파트,경기도,의정부시,신곡동,,2002,9,,9,,,
연립,육군,수도방위사령부,금호관사,서울특별시,성동구,금호동2가,,2001,8,,8,,,
아파트,육군,수도방위사령부,예중 파크뷰 아파트,경기도,고양시 덕양구,,,2004,11,,,,11,
연립,육군,수도방위사령부,현저 관사,서울특별시,종로구,무악동,교현리,2006,8,,,8,,
아파트,육군,수도방위사령부,신안 실크밸리,경기도,김포시,,,2002,14,,14,,,
연립,육군,수도방위사령부,희망누리관사(김포),경기도,김포시,,,2010,16,,,16,,
아파트,육군,수도방위사령부,이태원 대림 아파트,서울특별시,용산구,이태원동,,1993,1,,,1,,
아파트,육군,수도방위사령부,대방동 대림 아파트,서울특별시,동작구,대방동,,1994,1,,,1,,
아파트,육군,수도방위사령부,독립문삼호아파트,서울특별시,서대문구,영천동,,1996,3,,,2,1,
아파트,육군,수도방위사령부,무궁화아파트,경기도,광명시,소하동,,1998,24,,24,,,
아파트,육군,수도방위사령부,무지개아파트 107동,서울특별시,서초구,내곡동,,1989,16,16,,,,
아파트,육군,수도방위사령부,무지개아파트 108동,서울특별시,서초구,내곡동,,1997,30,,30,,,
아파트,육군,수도방위사령부,창박아파트,경기도,안양시 만안구,안양동,,1999,24,,24,,,
아파트,육군,수도방위사령부,백운아파트 (1동),경기도,고양시 덕양구,지축동,,1990,30,30,,,,
아파트,육군,수도방위사령부,백운아파트 (2동),경기도,고양시 덕양구,지축동,,1990,30,30,,,,
아파트,육군,수도방위사령부,백운아파트 (3동),경기도,고양시 덕양구,지축동,,1990,30,30,,,,
아파트,육군,수도방위사령부,백운아파트 (5동),경기도,고양시 덕양구,지축동,,1990,20,20,,,,
아파트,육군,수도방위사령부,백운아파트 (6동),경기도,고양시 덕양구,지축동,,1990,10,10,,,,
아파트,육군,수도방위사령부,백운아파트 (7동),경기도,고양시 덕양구,지축동,,1990,13,13,,,,
아파트,육군,수도방위사령부,백운아파트 (8동),경기도,고양시 덕양구,지축동,,1990,30,,30,,,
아파트,육군,수도방위사령부,청운아파트(2동),경기도,양주시,장흥면,교현리,1995,30,,30,,,
아파트,육군,수도방위사령부,개나리아파트 (1동),경기도,구리시,인창동,,1990,24,24,,,,
아파트,육군,수도방위사령부,개나리아파트 (2동),경기도,구리시,인창동,,1990,24,24,,,,
아파트,육군,수도방위사령부,개나리아파트 (5동),경기도,구리시,인창동,,1997,20,,20,,,
아파트,육군,수도방위사령부,개나리아파트 (6동),경기도,구리시,인창동,,1997,9,,,,9,
아파트,육군,수도방위사령부,덕정아파트(512동),경기도,양주시,덕정동,,1995,3,,3,,,
아파트,육군,수도방위사령부,덕정아파트(518동),경기도,양주시,덕정동,,1995,9,,,9,,
아파트,육군,13특임여단,삼일아파트,충청북도,청주시 청원구,내수읍,내수리,1996,15,,15,,,
아파트,육군,11공수특전여단,래인보우APT,전라남도,담양군,담양읍,지침리,2004,54,,,,54,
아파트,육군,9공수특전여단,만수주공아파트,인천광역시,남동구,만수동,,2000,10,,10,,,
아파트,육군,특전사령부,탐라빌,제주특별자치도,제주시,노형동,,2001,1,,1,,,
아파트,육군,11공수특전여단,매화아파트,전라남도,담양군,담양읍,오계리,2012,192,,,184,8,
아파트,육군,7공수특전여단,배산 제일2차 아파트,전라북도,익산시,모현동1가,,1996,30,,,30,,
아파트,육군,특수전학교,백마빌리지(BTL),경기도,광주시,오포읍,매산리,2015,134,,,79,46,9
아파트,육군,7공수특전여단,부송 아름드리 아파트,전라북도,익산시,부송동,,1994,43,,43,,,
아파트,육군,11공수특전여단,용두주공APT,광주광역시,북구,신용동,,1998,34,,34,,,
아파트,육군,1공수특전여단,BTL 신동아아파트,서울특별시,양천구,신월동,,2015,375,,94,203,78,
아파트,육군,9공수특전여단,전진아파트,경기도,부천시,소사구,송내동,1994,8,,8,,,
아파트,육군,1공수특전여단,제일아파트,서울특별시,양천구,신월동,,2002,41,,41,,,
아파트,육군,7공수특전여단,천마BTL 아파트,전라북도,익산시,금마면,동고도리,2012,190,,,152,38,
아파트,육군,특수전학교,용인피렌체 아파트(매입),경기도,용인시 처인구,고림동,,2000,20,,20,,,
아파트,육군,국평단,국평단 BTL 부평관사 하우스디아파트,인천광역시,부평구,청천동,,2014,106,,23,63,20,
아파트,육군,9공수특전여단,BTL 부평관사 하우스디아파트,인천광역시,부평구,청천동,,2014,290,,64,169,57,
아파트,육군,국평단,국평단 관사 흑룡아파트,인천광역시,계양구,효성동,,1985,55,55,,,,
아파트,육군,13특임여단,흑표리슈빌아파트,충청북도,증평군,증평읍,내성리,2013,266,,57,139,66,4
아파트,육군,특전사령부,아름수리아파트,경기도,이천시,마장면,양촌2리,2015,748,,,411,337,
아파트,육군,특전사령부,두매아파트 1동,충청북도,음성군,금왕읍,쌍봉리,1993,30,,30,,,
아파트,육군,특수전학교,백마대 아파트 201동,경기도,광주시,오포읍,양벌리,2006,10,,,,10,
아파트,육군,항작사,에어팰리스 (하남),경기도,하남시,초이동,,2015,120,,,72,40,8
아파트,육군,항작사,동양아파트,경기도,이천시,송정동,,2000,31,,1,,30,
아파트,육군,항작사,동남아파트,경기도,여주시,가남읍,신해리,1997,26,,26,,,
아파트,육군,항작사,비승 110동,경기도,이천시,대포동,,1999,23,,,23,,
아파트,육군,항작사,비승아파트,경기도,이천시,대포동,,2013,200,,16,160,24,
아파트,육군,항작사,유승아파트,경기도,이천시,부발읍,신하리,2001,18,,,18,,
아파트,육군,항작사,현대6차아파트,경기도,이천시,대월면,사동리,1999,12,,,,12,
아파트,육군,항작사,백조아파트,충청남도,논산시,광석면,왕전리,1992,8,8,,,,
아파트,육군,항작사,현대 7차아파트,경기도,이천시,부발읍,아미리,1999,19,,,19,,
아파트,육군,항작사,신흥주공아파트,세종특별자치시,세종특별자치시,조치원읍,신흥리,1999,15,,,,15,
아파트,육군,항작사,청솔아파트,세종특별자치시,세종특별자치시,연서면,월하리,1998,7,,7,,,
아파트,육군,항작사,풍산아파트,세종특별자치시,세종특별자치시,조치원읍,정리,1999,23,,,,23,
연립,육군,항작사,하남 연립관사,경기도,하남시,초이동,,1978,4,,4,,,
아파트,육군,항작사,논산 월야아파트,충청남도,논산시,연무읍,안심리,1992,19,,,19,,
아파트,육군,항작사,용인 피렌체아파트,경기도,용인시 처인구,고림동,,2000,30,,30,,,
아파트,육군,미사일사령부,태전 효성해링턴 플레이스,경기도,광주시,태전동,,2018,5,,,,5,
아파트,육군,미사일사령부,영월 코아루 웰라움 아파트,강원도,영월군,영월읍,덕포리,2018,6,,,6,,
아파트,육군,미사일사령부,마룡리 B동 아파트  ,경기도,양평군,용문면,마룡리,1994,30,,30,,,
연립,육군,미사일사령부,연립관사,강원도,원주시,문막읍 지정면,간현리,2005,12,,12,,,
아파트,육군,미사일사령부,영진리버빌(1200),경기도,여주시,연양동,,2006,24,,,,24,
아파트,육군,미사일사령부,해오름(1200),경기도,하남시,신장동,,1996,7,,,7,,
아파트,육군,미사일사령부,부영 아파트(1200),경기도,하남시,창우동,,1994,4,,,4,,
아파트,육군,미사일사령부,창우마을 아파트(1200),경기도,하남시,창우동,,2004,1,,1,,,
아파트,육군,미사일사령부,한빛맨션(1400),충청북도,단양군,매포읍,평동리,2010,12,,,12,,
아파트,육군,미사일사령부,J클래식 아파트(1400),강원도,영월군,영월읍,영흥리,2009,24,,,7,17,
아파트,육군,미사일사령부,한라비발디(1400),강원도,원주시,우산동,,2009,7,,,,7,
아파트,육군,미사일사령부,흥화브라운빌 아파트(1400),강원도,원주시,태장동,,2006,8,,,,8,
아파트,육군,미사일사령부,신원아침도시더퍼스트,충청북도,제천시,천남동,,2019,23,,,3,20,
아파트,육군,미사일사령부,대소산수화,충청북도,음성군,대소면,대풍리,2004,45,,45,,,
아파트,육군,미사일사령부,두진하트리움,충청북도,음성군,금왕읍,금석리,2007,32,,,,32,
아파트,육군,미사일사령부,명운네스트빌,충청북도,음성군,금왕읍,무극리,2004,2,,,,,2
아파트,육군,미사일사령부,무극아파트,충청북도,음성군,생극면,관성리,2012,18,,8,10,,
아파트,육군,미사일사령부,원주 성호 샤인힐즈,강원도,원주시,태장동,,2004,4,,1,3,,
아파트,육군,미사일사령부,순창 미르채 아파트,전라북도,순창군,순창읍,남계리,2019,11,,,,11,
아파트,육군,미사일사령부,순창 온리뷰 아파트,전라북도,순창군,순창읍,순화리,2017,36,,,36,,
아파트,육군,미사일사령부,안성 그대가 아파트(1300),경기도,안성시,공도읍,마정리,2007,2,,,,2,
아파트,육군,미사일사령부,안성 한일타운아파트(1300),경기도,안성시,공도읍,만정리,2005,24,,24,,,
아파트,육군,미사일사령부,청구아파트(1300),충청남도,서산시,인지면,둔당리,2003,11,,,11,,
아파트,육군,미사일사령부,창녕그린시티 아파트(1500),경상남도,창녕군,창녕읍,교리,2010,22,,,,22,
아파트,육군,미사일사령부,해모로 루비채(1500),경상남도,진주시,초전동,,2014,14,,,,14,
아파트,육군,미사일사령부,해모로 루비채(1700-1),경상남도,진주시,초전동,,2014,8,,,,8,
아파트,육군,미사일사령부,휴먼시아 아파트(1500),경상남도,진주시,평거동,,2012,14,,,,14,
아파트,육군,미사일사령부,엠코 더 프라하(1700-1),경상남도,진주시,평거동,,2014,6,,,,6,
아파트,육군,미사일사령부,담양 일신프레뷰,전라남도,담양군,담양읍,지침리,2017,6,,,3,3,
아파트,육군,미사일사령부,담양 별해리아파트,전라남도,담양군,담양읍,백동리,2015,1,,,1,,
아파트,육군,미사일사령부,광주 우방아이유쉘,광주광역시,북구,용두동,,2018,16,,,,16,
연립,육군,군수사,칠성관사,대전광역시,유성구,지족동,,2007,6,,,,,6
아파트,육군,군수사,복정아파트,대전광역시,서구,복수동,,1982,20,20,,,,
아파트,육군,종합보급창,안락뜨란채 1단지,부산광역시,동래구,안락동,,2005,4,,,4,,
아파트,육군,종합보급창,미래로아파트,세종특별자치시,세종특별자치시,부강면,부강리,2002,192,,,192,,
아파트,육군,종합보급창,산곡동 청산 군인 아파트,인천광역시,부평구,산곡동,,1993,16,,16,,,
아파트,육군,종합정비창,칠성그린 아파트,경상남도,창원시 의창구,동읍,신방리,1996,3,,,3,,
아파트,육군,종합정비창,칠성그린 아파트,경상남도,창원시 의창구,동읍,신방리,1996,954,954,,,,
아파트,육군,종합정비창,칠성그린 연립아파트,경상남도,창원시 의창구,동읍,신방리,1996,17,,17,,,
아파트,육군,종합정비창,신항만 경남 아너스빌,경상남도,창원시 진해구,마천동,,2009,13,,,,13,
아파트,육군,종합정비창,풍림아파트,경상남도,창원시 진해구,청안동,,2000,41,,41,,,
아파트,육군,탄약사,무궁화아파트102동,대전광역시,대덕구,장동,,1998,30,,30,,,
아파트,육군,탄약사,청솔아파트,대전광역시,유성구,송강동,,1995,8,,,8,,
아파트,육군,탄약사 2탄약창,망정주공아파트(매입),경상북도,영천시,망정동,,1996,24,,24,,,
아파트,육군,탄약사 2탄약창,해피포유아파트(매입),경상북도,영천시,고경면,단포리,2007,12,,4,8,,
아파트,육군,탄약사 2탄약창,경산 보국웰리치아파트(매입),경상북도,경산시,진량읍,신상리,2005,8,,4,4,,
연립,육군,탄약사 3탄약창,101동 연립관사,충청남도,천안시 서북구,성환읍,성월리,1985,10,,10,,,
아파트,육군,탄약사 3탄약창,성환부영3차아파트,충청남도,천안시 서북구,성환읍,매주리,2006,4,,,,4,
아파트,육군,탄약사 3탄약창,쌍용주공9단지아파트,충청남도,천안시 서북구,쌍용동,,1998,8,,8,,,
아파트,육군,탄약사 5탄약창,고암두진백로아파트,충청북도,제천시,고암동,,1997,10,,10,,,
아파트,육군,탄약사 5탄약창,로즈웰아파트,충청북도,제천시,신백동,,2000,11,,11,,,
아파트,육군,탄약사 5탄약창,일동아파트,충청북도,제천시,동현동,,1997,11,,11,,,
아파트,육군,탄약사 6탄약창,두레마을 아파트,전라북도,임실군,신평면,대리,1997,25,,25,,,
아파트,육군,탄약사 7탄약창,새한아파트,충청북도,충주시,목행동,,1995,3,,3,,,
아파트,육군,탄약사 7탄약창,연수주공 4단지 아파트,충청북도,충주시,연수동,,1997,10,,10,,,
아파트,육군,탄약사 7탄약창,충성아파트,충청북도,충주시,주덕읍,삼청리,1982,20,20,,,,
아파트,육군,탄약사 8탄약창,성산아파트,충청북도,영동군,양강면,묘동리,1998,2,,2,,,
연립,육군,탄약사 8탄약창,양강마을,충청북도,영동군,양강면,묘동리,1989,8,,8,,,
아파트,육군,탄약사 9탄약창,금강매화,경상남도,창원시 의창구,소답동,,1998,9,,1,8,,
아파트,육군,탄약사 9탄약창,봉암서광,경상남도,창원시 마산회원구,봉암동,,2000,2,,,2,,
아파트,육군,탄약사 9탄약창,한일타운,경상남도,창원시 마산회원구,합성동,,2008,3,,,,3,
아파트,육군,탄약사 11탄약창,운주산아파트 나동,세종특별자치시,세종특별자치시,전의면,,1992,3,,3,,,
