행번호,판매년도,판매월,선정기준,상품명
1665,2022,03,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1666,2022,03,금액,몬스터에너지 울트라
1667,2022,03,금액,에쎄 체인지 히말라야
1668,2022,03,금액,카스맥주(캔)
1669,2022,03,금액,카스캔
1670,2022,03,금액,테라캔 355ml
1671,2022,03,수량,참이슬 fresh
1672,2022,03,수량,몬스터에너지 울트라
1673,2022,03,수량,신라면
1674,2022,03,수량,육개장사발면
1675,2022,03,수량,제주삼다수 500ml
1676,2022,03,수량,카스맥주(캔)
1677,2022,03,수량,카스캔
1678,2022,03,수량,코카콜라
1679,2022,03,수량,테라캔 355ml
1680,2022,03,수량,테라캔 500ml
1681,2022,04,금액,참이슬fresh
1682,2022,04,금액,Dr.G레드-블래미쉬클리어크림_70ml
1683,2022,04,금액,다이아몬드 리페어 퍼펙트 세트
1684,2022,04,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1685,2022,04,금액,닥터지 블랙 스네일 크림_50ml
1686,2022,04,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1687,2022,04,금액,몬스터에너지 울트라
1688,2022,04,금액,에쎄 체인지 히말라야
1689,2022,04,금액,카스맥주(캔)
1690,2022,04,금액,테라캔 355ml
1691,2022,04,수량,카스캔355ml
1692,2022,04,수량,카스캔500ml
1693,2022,04,수량,참이슬fresh
1694,2022,04,수량,몬스터에너지 울트라
1695,2022,04,수량,신라면
1696,2022,04,수량,육개장사발면
1697,2022,04,수량,카스맥주(캔)
1698,2022,04,수량,카스캔
1699,2022,04,수량,코카콜라
1700,2022,04,수량,테라캔 355ml
1701,2022,05,금액,다이아몬드 리페어 퍼펙트 세트
1702,2022,05,금액,닥터지 블랙 스네일 크림_50ml
1703,2022,05,금액,참이슬fresh 360ml
1704,2022,05,금액,Dr.G레드-블래미쉬클리어크림_70ml
1705,2022,05,금액,테라캔 355ml
1706,2022,05,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1707,2022,05,금액,카스맥주(캔) 355ml
1708,2022,05,금액,몬스터에너지 울트라
1709,2022,05,금액,홍삼진고
1710,2022,05,금액,닥터지 메디유브이 울트라선
1711,2022,05,수량,테라캔 355ml
1712,2022,05,수량,참이슬fresh 360ml
1713,2022,05,수량,카스캔 355ml
1714,2022,05,수량,코카콜라
1715,2022,05,수량,몬스터에너지 울트라
1716,2022,05,수량,카스캔 500ml
1717,2022,05,수량,포카리캔
1718,2022,05,수량,테라캔 500ml
1719,2022,05,수량,신라면
1720,2022,05,수량,파워에이드마운틴블라스트
